
Frequency (Hz), Channel 1 Magnitude (dB), Channel 1 Phase (deg)
9.23506999e+01, 2.1972e-02, -1.8881e-01
9.04991460e+01, 3.3242e-02, -1.7429e-01
8.86847143e+01, 3.8478e-02, -2.3761e-01
8.69066604e+01, 2.7377e-02, -2.3297e-01
8.51642550e+01, 2.2878e-02, -2.1865e-01
8.34567834e+01, 2.5377e-02, -7.6081e-02
8.17835451e+01, 4.2826e-02, -2.4811e-01
8.01438538e+01, 3.2339e-02, -1.5687e-01
7.85370370e+01, 2.5015e-02, -2.5001e-01
7.69624355e+01, 4.6330e-02, -1.6520e-01
7.54194035e+01, 2.2188e-02, -1.5182e-01
7.39073079e+01, 4.0812e-02, -8.6378e-02
